Date,Time,Male,Device,Activity
7/26/2014,3:05 PM,male,desktop,1
7/31/2014,12:27 AM,female,mobile,1
7/30/2014,5:42 PM,male,desktop,1
7/30/2014,1:50 PM,female,desktop,1
7/20/2014,12:10 AM,male,desktop,0
7/23/2014,7:50 PM,male,mobile,1
7/24/2014,8:59 AM,female,desktop,1
7/31/2014,12:40 PM,male,mobile,1
7/25/2014,5:06 AM,male,mobile,0
7/18/2014,1:44 AM,female,tablet,0
7/29/2014,8:06 AM,female,desktop,0
7/27/2014,12:01 AM,female,desktop,0
7/21/2014,8:15 PM,female,mobile,0
7/22/2014,1:50 PM,female,mobile,1
7/29/2014,11:03 AM,female,mobile,0
7/19/2014,8:30 PM,female,mobile,0
7/27/2014,9:06 AM,male,desktop,1
7/24/2014,3:15 AM,female,mobile,0
7/27/2014,4:10 AM,female,desktop,1
7/26/2014,12:31 AM,male,tablet,0
7/28/2014,5:18 AM,female,desktop,0
7/17/2014,9:06 PM,female,mobile,0
7/23/2014,2:25 PM,female,desktop,1
7/23/2014,6:07 PM,female,desktop,0
7/21/2014,1:54 PM,female,desktop,0
7/29/2014,2:27 AM,male,tablet,1
7/23/2014,3:57 AM,female,tablet,0
7/24/2014,6:46 PM,male,mobile,1
7/30/2014,10:11 PM,male,mobile,1
7/25/2014,12:22 AM,male,tablet,0
7/25/2014,6:23 AM,female,tablet,1
7/23/2014,1:49 PM,male,tablet,0
7/30/2014,5:55 AM,female,desktop,0
7/27/2014,2:59 PM,female,desktop,1
7/24/2014,1:13 PM,male,desktop,0
7/20/2014,12:17 AM,male,desktop,0
7/25/2014,11:56 AM,female,desktop,0
7/17/2014,12:54 AM,male,mobile,1
7/24/2014,11:29 PM,male,desktop,1
7/25/2014,4:17 AM,male,tablet,1
7/20/2014,11:43 AM,female,mobile,1
7/22/2014,2:51 PM,female,tablet,0
7/21/2014,10:59 AM,female,mobile,1
7/18/2014,7:30 PM,male,tablet,0
7/18/2014,1:55 AM,female,tablet,1
7/17/2014,1:47 PM,female,tablet,1
7/29/2014,6:22 AM,male,tablet,1
7/25/2014,1:57 AM,male,tablet,0
7/28/2014,5:32 PM,male,desktop,1
7/21/2014,4:43 AM,male,desktop,1
7/27/2014,6:26 PM,male,mobile,0
7/28/2014,5:06 PM,female,tablet,1
7/28/2014,9:40 PM,male,tablet,0
7/17/2014,8:00 AM,female,desktop,1
7/23/2014,6:32 AM,male,mobile,0
7/18/2014,2:57 PM,female,tablet,1
7/27/2014,3:09 AM,male,tablet,1
7/21/2014,6:28 AM,male,mobile,1
7/18/2014,8:08 AM,female,desktop,1
7/23/2014,9:02 PM,female,mobile,1
7/19/2014,4:40 AM,male,mobile,1
7/25/2014,8:15 AM,female,desktop,1
7/25/2014,1:20 AM,male,mobile,0
7/30/2014,7:11 PM,female,tablet,1
7/28/2014,9:30 AM,female,mobile,1
7/17/2014,7:44 PM,male,desktop,1
7/27/2014,8:00 AM,female,mobile,1
7/26/2014,7:08 PM,female,mobile,1
7/20/2014,4:21 AM,male,tablet,0
7/24/2014,2:51 AM,female,desktop,1
7/24/2014,10:44 AM,male,tablet,0
7/21/2014,12:50 PM,male,mobile,1
7/19/2014,4:43 AM,male,tablet,1
7/21/2014,11:46 AM,female,desktop,0
7/30/2014,1:54 PM,female,desktop,0
7/30/2014,7:08 AM,male,mobile,1
7/18/2014,6:17 PM,male,tablet,0
7/24/2014,10:26 AM,male,desktop,0
7/29/2014,12:32 PM,male,tablet,0
7/30/2014,8:09 PM,male,tablet,0
7/24/2014,3:50 AM,female,desktop,0
7/29/2014,5:13 AM,male,desktop,1
7/23/2014,12:40 AM,female,tablet,1
7/31/2014,10:35 AM,male,mobile,1
7/20/2014,7:54 AM,male,mobile,0
7/30/2014,4:12 PM,female,mobile,0
7/28/2014,6:28 AM,female,tablet,0
7/25/2014,5:31 AM,male,desktop,0
7/30/2014,11:51 AM,female,tablet,0
7/17/2014,4:15 PM,female,desktop,1
7/25/2014,4:52 PM,male,mobile,1
7/27/2014,3:34 PM,male,tablet,0
7/22/2014,5:00 PM,female,desktop,0
7/19/2014,5:35 AM,female,tablet,0
7/18/2014,3:00 AM,male,tablet,1
7/22/2014,12:05 PM,female,mobile,1
7/31/2014,11:51 AM,male,desktop,1
7/28/2014,6:35 PM,male,tablet,0
7/18/2014,7:42 PM,female,desktop,1
7/28/2014,1:11 PM,male,desktop,1
7/17/2014,5:05 AM,female,desktop,0
7/19/2014,1:19 PM,male,tablet,1
7/20/2014,11:13 PM,female,mobile,0
7/28/2014,12:08 PM,male,desktop,0
7/18/2014,10:47 AM,female,mobile,0
7/31/2014,6:35 AM,female,mobile,0
7/21/2014,4:10 PM,female,tablet,1
7/17/2014,10:54 PM,female,mobile,1
7/19/2014,10:35 AM,female,tablet,0
7/26/2014,8:27 AM,male,tablet,0
7/27/2014,4:40 AM,female,tablet,0
7/21/2014,1:47 AM,female,desktop,1
7/19/2014,8:17 AM,female,desktop,1
7/25/2014,9:38 PM,male,tablet,0
7/19/2014,4:20 AM,male,desktop,0
7/26/2014,1:26 AM,female,desktop,0
7/30/2014,2:37 AM,female,mobile,0
7/23/2014,6:12 PM,male,desktop,1
7/31/2014,9:14 AM,male,tablet,1
7/18/2014,3:22 PM,male,mobile,0
7/20/2014,3:53 AM,male,mobile,1
7/21/2014,11:47 AM,female,tablet,1
7/29/2014,12:06 PM,male,desktop,1
7/28/2014,9:34 AM,female,mobile,1
7/26/2014,2:01 AM,male,desktop,1
7/24/2014,10:40 AM,female,mobile,1
7/26/2014,1:22 PM,female,desktop,1
7/23/2014,6:35 PM,male,desktop,1
7/23/2014,1:50 AM,male,mobile,1
7/20/2014,1:34 PM,female,mobile,1
7/22/2014,6:29 PM,male,desktop,1
7/18/2014,5:16 AM,male,tablet,1
7/30/2014,10:06 PM,female,tablet,1
7/21/2014,1:37 PM,female,desktop,0
7/25/2014,8:57 PM,female,desktop,1
7/30/2014,5:23 AM,female,mobile,0
7/26/2014,5:39 PM,female,mobile,1
7/25/2014,6:16 AM,male,desktop,0
7/24/2014,9:30 AM,female,desktop,1
7/24/2014,10:04 PM,female,mobile,1
7/17/2014,11:19 AM,male,desktop,1
7/29/2014,9:17 AM,female,mobile,1
7/25/2014,8:30 AM,male,tablet,1
7/24/2014,12:23 AM,female,mobile,0
7/20/2014,9:15 PM,male,tablet,1
7/30/2014,1:49 AM,male,tablet,1
7/26/2014,6:31 PM,female,desktop,0
7/31/2014,3:54 AM,female,mobile,0
7/28/2014,3:05 PM,female,mobile,0
7/22/2014,1:52 AM,male,desktop,1
7/30/2014,6:12 PM,female,desktop,0
7/29/2014,4:35 AM,female,desktop,0
7/18/2014,5:41 AM,male,mobile,1
7/17/2014,4:47 AM,male,mobile,1
7/24/2014,12:24 AM,female,mobile,0
7/20/2014,10:20 PM,female,tablet,1
7/20/2014,8:43 AM,female,mobile,1
7/30/2014,6:27 PM,male,desktop,0
7/21/2014,8:45 AM,female,mobile,0
7/31/2014,9:30 AM,male,tablet,0
7/19/2014,2:10 AM,female,tablet,0
7/25/2014,12:11 PM,male,tablet,0
7/18/2014,8:18 AM,female,tablet,1
7/20/2014,3:31 PM,female,desktop,0
7/29/2014,12:06 PM,female,desktop,0
7/25/2014,9:46 PM,male,tablet,0
7/31/2014,12:29 AM,female,desktop,0
7/24/2014,1:31 PM,male,mobile,0
7/29/2014,1:00 PM,male,desktop,1
7/28/2014,7:23 PM,female,mobile,0
7/27/2014,8:04 AM,female,mobile,1
7/19/2014,5:00 PM,male,tablet,0
7/31/2014,12:59 PM,female,tablet,1
7/30/2014,2:33 PM,male,mobile,0
7/27/2014,5:00 AM,male,tablet,0
7/21/2014,8:08 AM,male,desktop,0
7/22/2014,5:08 AM,female,mobile,0
7/24/2014,7:33 AM,male,tablet,0
7/24/2014,4:30 AM,male,mobile,1
7/21/2014,2:55 AM,female,tablet,0
7/20/2014,3:56 AM,male,mobile,0
7/30/2014,6:23 AM,male,tablet,0
7/18/2014,1:24 PM,male,tablet,0
7/26/2014,12:40 AM,female,mobile,1
7/31/2014,8:59 AM,male,tablet,0
7/19/2014,7:31 AM,female,mobile,0
7/20/2014,7:47 PM,male,tablet,1
7/28/2014,12:57 AM,female,tablet,1
7/20/2014,12:42 AM,female,tablet,0
7/19/2014,12:24 PM,male,tablet,1
7/21/2014,11:16 PM,female,desktop,0
7/20/2014,6:12 PM,male,tablet,0
7/26/2014,6:55 AM,male,tablet,0
7/18/2014,6:52 AM,male,tablet,1
7/17/2014,3:22 PM,female,mobile,1
7/25/2014,11:09 AM,female,mobile,1
7/19/2014,8:33 PM,female,mobile,1
7/18/2014,7:49 PM,female,tablet,1
7/18/2014,3:52 AM,female,tablet,1
7/30/2014,12:51 PM,female,mobile,1
7/23/2014,11:14 PM,male,mobile,1
7/29/2014,8:03 PM,female,tablet,1
7/21/2014,7:57 PM,male,desktop,1
7/22/2014,8:34 AM,male,desktop,0
7/22/2014,12:53 AM,male,desktop,1
7/18/2014,2:52 AM,male,tablet,0
7/21/2014,5:13 PM,female,desktop,1
7/24/2014,9:07 AM,female,desktop,0
7/20/2014,12:52 AM,female,desktop,0
7/26/2014,9:10 AM,female,mobile,0
7/19/2014,4:38 PM,male,tablet,1
7/22/2014,9:42 AM,male,desktop,0
7/24/2014,12:49 PM,female,mobile,0
7/20/2014,4:33 AM,male,mobile,1
7/21/2014,5:02 PM,male,tablet,1
7/25/2014,5:13 AM,male,tablet,0
7/31/2014,1:51 PM,male,desktop,0
7/26/2014,12:31 PM,female,mobile,0
7/28/2014,9:04 AM,female,mobile,0
7/25/2014,10:12 PM,female,desktop,0
7/28/2014,12:14 PM,female,tablet,0
7/30/2014,3:02 PM,female,desktop,0
7/19/2014,8:25 PM,male,mobile,1
7/26/2014,5:02 AM,male,tablet,1
7/25/2014,2:05 PM,female,desktop,0
7/30/2014,3:26 PM,male,mobile,0
7/27/2014,12:01 AM,female,tablet,1
7/28/2014,6:50 PM,female,tablet,1
7/26/2014,12:07 PM,male,mobile,1
7/22/2014,3:41 AM,male,desktop,0
7/31/2014,10:41 PM,female,tablet,1
7/23/2014,12:55 PM,female,tablet,0
7/17/2014,8:11 AM,female,desktop,0
7/24/2014,11:18 AM,female,mobile,1
7/22/2014,7:45 PM,male,mobile,0
7/19/2014,12:38 AM,female,tablet,0
7/30/2014,9:10 AM,female,desktop,0
7/18/2014,2:42 PM,male,mobile,0
7/24/2014,2:49 PM,female,tablet,0
7/30/2014,5:17 PM,male,tablet,1
7/26/2014,12:29 AM,male,mobile,0
7/19/2014,4:03 PM,male,desktop,0
7/30/2014,4:40 AM,male,desktop,1
7/30/2014,7:18 PM,female,desktop,0
7/26/2014,10:16 PM,male,tablet,0
7/18/2014,2:21 AM,male,tablet,0
7/30/2014,7:39 AM,male,desktop,1
7/21/2014,2:59 AM,male,mobile,0
7/25/2014,6:55 PM,male,mobile,0
7/21/2014,1:18 AM,male,desktop,0
7/24/2014,7:32 AM,male,desktop,1
7/20/2014,9:10 PM,female,desktop,1
7/29/2014,1:05 AM,male,desktop,1
7/21/2014,12:21 AM,male,tablet,1
7/21/2014,12:41 AM,male,mobile,0
7/22/2014,11:18 PM,male,tablet,1
7/26/2014,6:36 PM,male,tablet,0
7/22/2014,7:17 PM,male,tablet,0
7/19/2014,4:42 PM,male,mobile,0
7/22/2014,7:50 AM,male,tablet,1
7/21/2014,4:31 PM,male,desktop,1
7/19/2014,1:18 AM,male,desktop,0
7/23/2014,11:03 PM,male,mobile,1
7/20/2014,2:57 AM,male,tablet,1
7/30/2014,6:37 AM,female,mobile,0
7/28/2014,7:57 PM,female,tablet,1
7/20/2014,11:00 AM,male,tablet,0
7/18/2014,9:53 PM,female,desktop,0
7/18/2014,9:34 AM,male,desktop,1
7/28/2014,2:30 AM,female,mobile,0
7/18/2014,3:12 AM,male,mobile,1
7/25/2014,9:18 PM,female,tablet,1
7/20/2014,6:04 PM,male,tablet,1
7/20/2014,6:42 PM,male,tablet,0
7/17/2014,9:22 PM,male,mobile,0
7/22/2014,2:34 PM,female,mobile,0
7/24/2014,9:41 PM,male,mobile,0
7/30/2014,1:37 PM,female,desktop,0
7/23/2014,8:32 AM,female,mobile,0
7/25/2014,7:11 PM,male,mobile,0
7/24/2014,10:54 PM,female,tablet,0
7/30/2014,7:08 PM,female,tablet,1
7/30/2014,10:45 AM,female,desktop,0
7/20/2014,6:35 PM,male,tablet,1
7/28/2014,7:48 AM,male,tablet,0
7/30/2014,2:55 AM,male,desktop,0
7/19/2014,10:44 PM,male,mobile,0
7/26/2014,10:50 AM,male,mobile,1
7/29/2014,7:57 PM,male,mobile,1
7/20/2014,7:35 AM,female,mobile,0
7/25/2014,11:16 AM,male,tablet,0
7/18/2014,8:02 PM,male,tablet,0
7/19/2014,5:11 AM,male,desktop,0
7/17/2014,7:38 AM,female,tablet,0
7/26/2014,7:12 PM,female,tablet,0
7/27/2014,12:59 AM,female,tablet,0
7/27/2014,9:50 PM,male,tablet,0
7/24/2014,10:22 AM,female,tablet,0
7/20/2014,6:47 AM,female,tablet,0
7/23/2014,7:43 AM,female,desktop,1
7/21/2014,9:11 AM,female,desktop,0
7/26/2014,11:34 PM,female,mobile,1
7/21/2014,9:50 AM,male,tablet,1
7/29/2014,11:29 PM,male,tablet,0
7/20/2014,10:00 PM,female,mobile,0
7/25/2014,8:43 PM,female,mobile,0
7/28/2014,12:27 AM,female,tablet,0
7/19/2014,6:23 AM,male,desktop,0
7/28/2014,5:42 PM,female,tablet,0
7/19/2014,9:13 AM,female,tablet,0
7/25/2014,10:40 PM,male,desktop,1
7/19/2014,1:48 AM,male,mobile,0
7/26/2014,12:51 AM,male,desktop,1
7/28/2014,10:38 AM,male,mobile,0
7/24/2014,2:17 PM,male,tablet,1
7/26/2014,2:51 PM,female,desktop,0
7/30/2014,1:23 PM,female,desktop,1
7/17/2014,11:13 PM,male,tablet,1
7/18/2014,1:51 AM,female,mobile,1
7/28/2014,12:46 AM,female,desktop,0
7/30/2014,3:04 PM,male,desktop,0
7/17/2014,7:04 AM,female,tablet,0
7/26/2014,10:35 AM,male,tablet,0
7/18/2014,4:56 PM,female,desktop,1
7/27/2014,3:39 AM,male,tablet,0
7/28/2014,12:51 PM,female,mobile,1
7/21/2014,4:54 PM,male,mobile,0
7/27/2014,1:56 AM,male,tablet,1
7/28/2014,9:39 PM,female,mobile,1
7/19/2014,10:49 PM,male,tablet,0
7/22/2014,7:00 PM,female,mobile,0
7/17/2014,10:51 AM,male,desktop,1
7/18/2014,8:02 PM,male,tablet,0
7/29/2014,9:23 PM,female,tablet,0
7/21/2014,4:00 AM,male,tablet,0
7/21/2014,12:19 AM,female,mobile,1
7/18/2014,10:19 PM,male,tablet,0
7/23/2014,9:37 AM,female,mobile,1
7/27/2014,7:22 PM,male,tablet,1
7/30/2014,11:48 PM,female,tablet,0
7/29/2014,6:06 AM,male,desktop,0
7/31/2014,3:44 PM,female,tablet,0
7/20/2014,11:59 AM,female,mobile,1
7/22/2014,12:34 AM,male,mobile,0
7/24/2014,1:34 AM,male,mobile,0
7/25/2014,5:22 PM,female,tablet,0
7/23/2014,1:18 PM,male,desktop,0
7/29/2014,6:32 AM,female,desktop,0
7/20/2014,10:23 PM,female,tablet,0
7/24/2014,9:56 PM,female,mobile,1
7/21/2014,7:26 AM,male,mobile,0
7/18/2014,10:15 PM,female,desktop,0
7/23/2014,11:27 PM,female,mobile,0
7/27/2014,11:46 PM,male,tablet,0
7/18/2014,6:12 PM,male,mobile,1
7/26/2014,3:58 PM,female,mobile,0
7/18/2014,9:29 PM,female,mobile,1
7/18/2014,7:51 AM,female,desktop,0
7/19/2014,8:49 AM,male,desktop,1
7/28/2014,12:18 AM,female,tablet,0
7/18/2014,9:42 AM,female,desktop,0
7/28/2014,3:58 AM,female,desktop,0
7/18/2014,3:17 AM,male,mobile,1
7/26/2014,9:36 PM,female,desktop,0
7/21/2014,2:34 AM,male,desktop,1
7/26/2014,4:23 AM,female,tablet,1
7/23/2014,9:42 PM,male,tablet,0
7/28/2014,10:38 PM,female,mobile,0
7/30/2014,4:27 PM,male,tablet,1
7/28/2014,8:26 PM,male,mobile,0
7/17/2014,9:41 AM,male,desktop,0
7/20/2014,7:30 AM,female,desktop,1
7/18/2014,5:57 AM,male,mobile,1
7/31/2014,2:47 AM,male,tablet,0
7/26/2014,8:23 AM,female,tablet,0
7/19/2014,10:55 PM,female,mobile,1
7/28/2014,4:17 AM,male,desktop,1
7/26/2014,7:55 AM,male,desktop,0
7/17/2014,5:51 AM,male,mobile,1
7/21/2014,3:33 AM,male,mobile,0
7/30/2014,7:44 AM,male,desktop,0
7/19/2014,11:42 AM,male,desktop,0
7/17/2014,3:36 AM,female,tablet,1
7/28/2014,11:52 AM,female,tablet,1
7/27/2014,3:41 PM,male,tablet,1
7/28/2014,6:53 PM,female,mobile,1
7/31/2014,1:01 AM,female,desktop,0
7/18/2014,12:54 PM,female,mobile,1
7/30/2014,1:07 AM,female,desktop,1
7/17/2014,7:42 PM,male,mobile,1
7/31/2014,2:08 PM,male,tablet,1
7/28/2014,5:10 AM,male,tablet,1
7/30/2014,2:49 PM,female,desktop,0
7/26/2014,1:38 PM,male,tablet,1
7/24/2014,11:18 PM,female,desktop,1
7/27/2014,2:03 AM,female,tablet,1
7/17/2014,1:57 PM,male,mobile,0
7/24/2014,3:05 PM,male,mobile,0
7/24/2014,8:08 PM,female,mobile,0
7/19/2014,6:56 PM,male,desktop,0
7/17/2014,4:43 AM,female,desktop,0
7/18/2014,12:07 AM,male,mobile,1
7/26/2014,12:05 AM,male,desktop,1
7/28/2014,7:41 PM,female,tablet,1
7/30/2014,12:04 AM,male,mobile,0
7/28/2014,1:47 AM,male,desktop,1
7/31/2014,10:30 AM,male,mobile,1
7/20/2014,12:32 AM,female,mobile,0
7/23/2014,1:17 PM,female,desktop,1
7/26/2014,12:46 AM,female,tablet,0
7/23/2014,5:25 PM,male,desktop,0
7/19/2014,9:46 AM,male,mobile,0
7/19/2014,8:45 AM,female,desktop,1
7/27/2014,1:20 PM,female,tablet,0
7/19/2014,11:30 AM,female,mobile,0
7/31/2014,8:37 PM,male,tablet,0
7/24/2014,2:23 PM,female,desktop,0
7/23/2014,10:58 AM,male,tablet,1
7/21/2014,11:42 PM,female,tablet,0
7/18/2014,12:08 PM,male,mobile,1
7/18/2014,8:24 PM,male,mobile,0
7/31/2014,6:43 PM,male,tablet,0
7/21/2014,5:00 AM,female,tablet,0
7/28/2014,2:57 AM,female,desktop,1
7/27/2014,10:10 AM,male,desktop,1
7/30/2014,11:26 PM,female,tablet,0
7/20/2014,2:29 PM,female,tablet,1
7/28/2014,1:16 AM,female,tablet,1
7/19/2014,8:32 AM,female,desktop,0
7/18/2014,7:29 AM,female,mobile,0
7/25/2014,3:46 AM,female,desktop,1
7/25/2014,12:48 AM,male,tablet,1
7/17/2014,10:12 PM,female,desktop,0
7/25/2014,7:17 PM,male,mobile,0
7/21/2014,4:48 PM,male,tablet,1
7/19/2014,4:01 PM,female,tablet,1
7/21/2014,2:36 PM,male,mobile,0
7/24/2014,9:02 PM,female,desktop,0
7/19/2014,7:00 PM,female,desktop,1
7/20/2014,5:29 PM,female,desktop,1
7/25/2014,11:26 PM,female,tablet,0
7/18/2014,4:21 AM,female,desktop,0
7/19/2014,1:04 PM,female,tablet,0
7/22/2014,9:49 AM,male,desktop,1
7/26/2014,6:39 AM,male,mobile,1
7/19/2014,10:00 PM,male,mobile,0
7/18/2014,4:22 AM,male,tablet,0
7/25/2014,1:55 AM,female,desktop,1
7/25/2014,6:45 PM,female,tablet,0
7/26/2014,8:55 AM,female,mobile,0
7/18/2014,11:21 AM,female,desktop,0
7/25/2014,1:01 PM,female,mobile,0
7/25/2014,6:21 PM,female,desktop,1
7/23/2014,12:22 AM,male,mobile,1
7/30/2014,12:01 PM,male,tablet,1
7/19/2014,1:19 AM,female,desktop,1
7/31/2014,9:45 AM,male,tablet,0
7/25/2014,9:15 PM,female,tablet,1
7/30/2014,4:47 AM,female,tablet,0
7/20/2014,11:29 AM,male,desktop,0
7/27/2014,11:17 AM,female,desktop,0
7/17/2014,4:30 PM,female,desktop,1
7/21/2014,4:30 PM,female,tablet,1
7/17/2014,3:13 PM,female,desktop,0
7/31/2014,1:51 AM,male,mobile,0
7/26/2014,12:57 PM,female,mobile,0
7/27/2014,7:08 PM,female,desktop,0
7/22/2014,1:57 AM,male,mobile,0
7/20/2014,9:10 PM,female,desktop,0
7/20/2014,2:33 AM,female,mobile,0
7/20/2014,10:03 AM,female,desktop,0
7/30/2014,12:05 AM,female,mobile,1
7/25/2014,1:16 PM,male,mobile,1
7/29/2014,9:41 AM,female,desktop,1
7/18/2014,1:48 PM,male,desktop,1
7/23/2014,11:21 PM,female,tablet,0
7/20/2014,11:24 PM,female,tablet,1
7/27/2014,3:19 AM,male,tablet,1
7/19/2014,9:00 AM,female,tablet,1
7/24/2014,4:38 AM,male,tablet,1
7/27/2014,7:04 AM,male,desktop,0
7/22/2014,6:06 PM,female,tablet,0
7/31/2014,1:45 AM,female,mobile,1
7/18/2014,8:35 PM,female,desktop,1
7/28/2014,11:58 AM,female,mobile,0
7/26/2014,9:48 PM,female,tablet,0
7/22/2014,7:14 PM,female,tablet,0
7/20/2014,8:21 AM,male,mobile,0
7/31/2014,4:14 PM,male,mobile,1
7/21/2014,4:10 PM,female,desktop,0
7/24/2014,7:43 PM,male,mobile,1
7/21/2014,3:44 PM,female,tablet,1
7/24/2014,12:24 PM,female,desktop,0
7/18/2014,3:48 PM,female,mobile,1
7/29/2014,6:07 AM,female,desktop,0
7/26/2014,11:14 PM,male,mobile,0
7/19/2014,4:29 PM,female,tablet,0
7/30/2014,7:52 PM,male,mobile,0
7/24/2014,11:57 AM,male,tablet,1
7/22/2014,2:33 PM,male,tablet,0
7/27/2014,12:37 AM,male,tablet,1
7/31/2014,3:46 PM,male,tablet,0
7/19/2014,3:25 PM,female,tablet,0
7/23/2014,6:04 AM,female,tablet,1
7/21/2014,6:27 PM,female,tablet,1
7/23/2014,11:00 AM,male,tablet,1
7/25/2014,5:20 AM,male,mobile,1
7/28/2014,5:30 AM,female,mobile,0
7/25/2014,5:34 PM,female,mobile,1
7/24/2014,3:10 AM,female,mobile,1
7/20/2014,9:24 AM,female,mobile,0
7/18/2014,12:44 PM,female,mobile,0
7/18/2014,10:13 PM,male,tablet,1
7/30/2014,7:11 AM,male,desktop,0
7/29/2014,8:46 AM,male,tablet,1
7/18/2014,10:50 AM,female,mobile,1
7/26/2014,11:23 PM,female,desktop,0
7/19/2014,7:55 PM,female,mobile,0
7/23/2014,9:18 PM,female,desktop,1
7/24/2014,9:48 AM,male,desktop,0
7/31/2014,11:20 PM,male,desktop,0
7/22/2014,8:59 AM,female,tablet,0
7/23/2014,10:07 PM,male,tablet,1
7/18/2014,12:45 AM,male,desktop,1
7/19/2014,4:52 AM,female,tablet,0
7/23/2014,10:03 PM,male,desktop,0
7/22/2014,2:57 PM,male,tablet,0
7/23/2014,10:00 AM,female,tablet,1
7/23/2014,6:51 AM,male,mobile,1
7/31/2014,7:09 PM,female,desktop,0
7/23/2014,5:30 AM,female,tablet,0
7/20/2014,8:07 AM,female,tablet,1
7/31/2014,4:10 PM,male,desktop,1
7/31/2014,12:18 PM,female,desktop,1
7/28/2014,8:48 PM,female,desktop,1
7/27/2014,10:51 AM,female,mobile,1
7/23/2014,1:04 AM,female,tablet,0
7/27/2014,1:03 AM,male,mobile,1
7/30/2014,6:36 AM,male,tablet,1
7/30/2014,5:47 PM,female,tablet,1
7/21/2014,12:57 PM,female,tablet,1
7/22/2014,4:21 AM,female,tablet,1
7/23/2014,8:06 AM,female,mobile,1
7/23/2014,6:58 PM,female,mobile,0
7/18/2014,5:31 PM,male,mobile,0
7/19/2014,4:14 AM,female,desktop,1
7/19/2014,8:49 PM,female,mobile,0
7/18/2014,6:27 AM,female,desktop,0
7/19/2014,10:22 PM,male,mobile,0
7/25/2014,7:20 AM,female,tablet,1
7/18/2014,6:22 PM,male,desktop,1
7/29/2014,12:51 AM,female,tablet,1
7/27/2014,1:16 PM,female,tablet,0
7/31/2014,3:12 AM,female,tablet,0
7/23/2014,1:39 AM,male,desktop,0
7/30/2014,5:50 AM,female,tablet,0
7/31/2014,11:17 AM,male,tablet,0
7/29/2014,11:18 AM,male,desktop,1
7/22/2014,10:04 PM,female,tablet,1
7/20/2014,7:36 PM,male,tablet,0
7/25/2014,7:10 PM,female,tablet,1
7/21/2014,5:23 AM,male,mobile,0
7/22/2014,8:31 AM,female,desktop,1
7/18/2014,8:12 AM,male,desktop,1
7/18/2014,4:53 PM,male,desktop,1
7/19/2014,4:05 PM,female,desktop,0
7/26/2014,4:06 AM,male,desktop,0
7/27/2014,4:54 AM,female,mobile,0
7/30/2014,10:36 AM,female,tablet,0
7/21/2014,6:19 AM,male,tablet,1
7/30/2014,10:29 AM,female,desktop,0
7/20/2014,6:54 PM,female,desktop,0
7/18/2014,5:16 AM,male,mobile,1
7/19/2014,7:01 PM,female,desktop,1
7/28/2014,2:43 AM,female,desktop,0
7/26/2014,1:49 PM,male,desktop,0
7/30/2014,2:43 PM,female,tablet,1
7/17/2014,6:01 AM,female,desktop,0
7/18/2014,2:53 AM,male,mobile,0
7/27/2014,12:39 PM,male,tablet,0
7/31/2014,2:03 PM,female,desktop,0
7/24/2014,6:30 PM,male,desktop,1
7/25/2014,6:28 PM,male,desktop,1
7/21/2014,7:14 PM,male,mobile,0
7/23/2014,1:10 PM,male,tablet,1
7/23/2014,5:33 AM,female,desktop,1
7/26/2014,2:54 AM,female,tablet,1
7/22/2014,1:20 PM,female,tablet,1
7/31/2014,11:20 AM,female,desktop,0
7/30/2014,9:41 PM,male,desktop,1
7/19/2014,4:57 PM,male,mobile,0
7/25/2014,4:09 PM,male,mobile,1
7/20/2014,4:17 PM,male,mobile,1
7/17/2014,8:35 PM,male,mobile,0
7/27/2014,10:14 AM,female,tablet,1
7/31/2014,8:34 PM,female,tablet,1
7/23/2014,5:58 AM,male,desktop,1
7/26/2014,12:44 AM,male,mobile,0
7/19/2014,9:50 AM,female,desktop,0
7/31/2014,6:13 PM,male,mobile,1
7/26/2014,1:30 PM,female,desktop,1
7/30/2014,11:35 PM,female,desktop,1
7/28/2014,4:13 PM,male,mobile,0
7/27/2014,5:23 AM,female,desktop,1
7/24/2014,10:27 AM,female,tablet,1
7/27/2014,4:07 AM,male,tablet,1
7/24/2014,2:04 PM,female,tablet,0
7/18/2014,12:07 AM,male,desktop,0
7/30/2014,12:42 PM,female,mobile,1
7/28/2014,9:19 PM,male,desktop,1
7/30/2014,12:49 AM,male,mobile,0
7/30/2014,4:53 PM,female,tablet,1
7/19/2014,12:23 PM,female,mobile,1
7/24/2014,5:30 PM,female,desktop,0
7/30/2014,9:46 AM,male,tablet,1
7/24/2014,5:35 AM,female,mobile,1
7/28/2014,6:27 PM,female,mobile,0
7/20/2014,10:02 AM,female,tablet,0
7/18/2014,6:29 AM,female,tablet,1
7/18/2014,8:44 AM,female,mobile,1
7/19/2014,7:49 PM,female,desktop,1
7/22/2014,5:48 AM,male,desktop,0
7/28/2014,1:14 AM,male,desktop,0
7/24/2014,10:41 PM,male,mobile,0
7/19/2014,9:32 AM,female,tablet,1
7/19/2014,4:27 AM,male,desktop,0
7/21/2014,3:38 PM,female,mobile,0
7/18/2014,12:39 PM,male,mobile,0
7/24/2014,7:57 PM,female,desktop,1
7/31/2014,6:12 AM,male,mobile,0
7/21/2014,5:43 PM,female,desktop,0
7/27/2014,8:13 AM,female,mobile,1
7/27/2014,6:05 AM,female,tablet,1
7/31/2014,6:02 AM,male,desktop,1
7/30/2014,3:29 PM,male,tablet,1
